ano,uf,regiao,causa_acidente,faixa_horario,total_acidentes,total_graves_fatais,total_mortos,total_feridos_graves,total_vitimas,taxa_gravidade
2022,SE,Nordeste,Acessar a via sem observar a presença dos outros veículos,Manhã,16,4,0,5,17,0.25
2022,SE,Nordeste,Acessar a via sem observar a presença dos outros veículos,Noite,14,10,1,11,17,0.714286
2022,SE,Nordeste,Acessar a via sem observar a presença dos outros veículos,Tarde,13,6,1,7,16,0.461538
2022,SE,Nordeste,Acesso irregular,Manhã,4,2,1,3,6,0.5
2022,SE,Nordeste,Acesso irregular,Noite,1,1,0,2,2,1.0
2022,SE,Nordeste,Acesso irregular,Tarde,3,2,0,2,3,0.666667
2022,SE,Nordeste,Acostamento em desnível,Noite,3,2,0,2,3,0.666667
2022,SE,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Manhã,3,0,0,0,4,0.0
2022,SE,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Noite,1,0,0,0,2,0.0
2022,SE,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Acumulo de água sobre o pavimento,Madrugada,1,1,0,1,1,1.0
2022,SE,Nordeste,Acumulo de água sobre o pavimento,Manhã,5,0,0,0,4,0.0
2022,SE,Nordeste,Acumulo de água sobre o pavimento,Noite,3,0,0,0,2,0.0
2022,SE,Nordeste,Acumulo de água sobre o pavimento,Tarde,1,1,0,1,2,1.0
2022,SE,Nordeste,Acumulo de óleo sobre o pavimento,Madrugada,1,1,1,0,1,1.0
2022,SE,Nordeste,Afundamento ou ondulação no pavimento,Madrugada,1,0,0,0,1,0.0
2022,SE,Nordeste,Afundamento ou ondulação no pavimento,Manhã,1,0,0,0,2,0.0
2022,SE,Nordeste,Afundamento ou ondulação no pavimento,Noite,1,0,0,0,1,0.0
2022,SE,Nordeste,Animais na Pista,Madrugada,5,1,0,1,5,0.2
2022,SE,Nordeste,Animais na Pista,Manhã,1,1,0,1,1,1.0
2022,SE,Nordeste,Animais na Pista,Noite,13,5,3,2,14,0.384615
2022,SE,Nordeste,Animais na Pista,Tarde,2,1,0,1,2,0.5
2022,SE,Nordeste,Ausência de reação do condutor,Madrugada,2,2,1,2,3,1.0
2022,SE,Nordeste,Ausência de reação do condutor,Manhã,9,3,0,4,8,0.333333
2022,SE,Nordeste,Ausência de reação do condutor,Noite,8,3,1,2,11,0.375
2022,SE,Nordeste,Ausência de reação do condutor,Tarde,10,4,0,4,13,0.4
2022,SE,Nordeste,Ausência de sinalização,Manhã,1,1,0,3,3,1.0
2022,SE,Nordeste,Avarias e/ou desgaste excessivo no pneu,Madrugada,1,0,0,0,0,0.0
2022,SE,Nordeste,Avarias e/ou desgaste excessivo no pneu,Noite,4,0,0,0,6,0.0
2022,SE,Nordeste,Avarias e/ou desgaste excessivo no pneu,Tarde,1,1,0,1,2,1.0
2022,SE,Nordeste,Carga excessiva e/ou mal acondicionada,Manhã,2,0,0,0,0,0.0
2022,SE,Nordeste,Chuva,Manhã,3,0,0,0,3,0.0
2022,SE,Nordeste,Chuva,Noite,6,2,1,1,6,0.333333
2022,SE,Nordeste,Chuva,Tarde,3,0,0,0,4,0.0
2022,SE,Nordeste,Condutor Dormindo,Madrugada,7,4,2,2,11,0.571429
2022,SE,Nordeste,Condutor Dormindo,Manhã,4,0,0,0,3,0.0
2022,SE,Nordeste,Condutor Dormindo,Noite,1,0,0,0,1,0.0
2022,SE,Nordeste,Condutor Dormindo,Tarde,4,0,0,0,4,0.0
2022,SE,Nordeste,Condutor deixou de manter distância do veículo da frente,Madrugada,3,1,0,1,1,0.333333
2022,SE,Nordeste,Condutor deixou de manter distância do veículo da frente,Manhã,29,6,0,7,27,0.206897
2022,SE,Nordeste,Condutor deixou de manter distância do veículo da frente,Noite,7,3,1,3,8,0.428571
2022,SE,Nordeste,Condutor deixou de manter distância do veículo da frente,Tarde,14,2,0,3,11,0.142857
2022,SE,Nordeste,Condutor usando celular,Manhã,1,0,0,0,0,0.0
2022,SE,Nordeste,Conversão proibida,Manhã,5,4,0,4,5,0.8
2022,SE,Nordeste,Conversão proibida,Noite,2,0,0,0,5,0.0
2022,SE,Nordeste,Conversão proibida,Tarde,4,1,0,2,9,0.25
2022,SE,Nordeste,Curva acentuada,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Deficiência do Sistema de Iluminação/Sinalização,Noite,2,1,0,2,3,0.5
2022,SE,Nordeste,Demais falhas mecânicas ou elétricas,Madrugada,2,0,0,0,1,0.0
2022,SE,Nordeste,Demais falhas mecânicas ou elétricas,Manhã,8,1,0,1,6,0.125
2022,SE,Nordeste,Demais falhas mecânicas ou elétricas,Noite,3,0,0,0,0,0.0
2022,SE,Nordeste,Demais falhas mecânicas ou elétricas,Tarde,8,2,0,3,4,0.25
2022,SE,Nordeste,Demais falhas na via,Noite,1,0,0,0,1,0.0
2022,SE,Nordeste,Demais falhas na via,Tarde,1,1,0,1,1,1.0
2022,SE,Nordeste,Desrespeitar a preferência no cruzamento,Manhã,2,2,0,3,4,1.0
2022,SE,Nordeste,Desrespeitar a preferência no cruzamento,Tarde,4,2,1,1,4,0.5
2022,SE,Nordeste,Desvio temporário,Noite,1,1,0,1,1,1.0
2022,SE,Nordeste,Entrada inopinada do pedestre,Madrugada,1,1,1,0,1,1.0
2022,SE,Nordeste,Entrada inopinada do pedestre,Noite,3,3,2,1,5,1.0
2022,SE,Nordeste,Entrada inopinada do pedestre,Tarde,2,2,1,1,2,1.0
2022,SE,Nordeste,Estacionar ou parar em local proibido,Manhã,3,0,0,0,5,0.0
2022,SE,Nordeste,Falta de acostamento,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Frear bruscamente,Manhã,1,0,0,0,2,0.0
2022,SE,Nordeste,Frear bruscamente,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Iluminação deficiente,Tarde,1,1,0,1,1,1.0
2022,SE,Nordeste,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Noite,3,1,0,1,3,0.333333
2022,SE,Nordeste,Ingestão de álcool pelo condutor,Madrugada,4,1,0,1,3,0.25
2022,SE,Nordeste,Ingestão de álcool pelo condutor,Manhã,5,2,0,2,5,0.4
2022,SE,Nordeste,Ingestão de álcool pelo condutor,Noite,21,6,2,5,23,0.285714
2022,SE,Nordeste,Ingestão de álcool pelo condutor,Tarde,10,0,0,0,11,0.0
2022,SE,Nordeste,Mal súbito do condutor,Noite,1,1,0,1,1,1.0
2022,SE,Nordeste,Mal súbito do condutor,Tarde,2,2,1,1,2,1.0
2022,SE,Nordeste,Manobra de mudança de faixa,Madrugada,1,0,0,0,0,0.0
2022,SE,Nordeste,Manobra de mudança de faixa,Manhã,9,7,3,5,17,0.777778
2022,SE,Nordeste,Manobra de mudança de faixa,Noite,5,1,0,1,2,0.2
2022,SE,Nordeste,Manobra de mudança de faixa,Tarde,11,3,0,5,16,0.272727
2022,SE,Nordeste,Objeto estático sobre o leito carroçável,Manhã,2,0,0,0,2,0.0
2022,SE,Nordeste,Objeto estático sobre o leito carroçável,Tarde,2,0,0,0,3,0.0
2022,SE,Nordeste,Obras na pista,Madrugada,1,1,0,1,1,1.0
2022,SE,Nordeste,Obras na pista,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Obras na pista,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Obstrução na via,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Pedestre andava na pista,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Pedestre andava na pista,Noite,1,1,1,0,1,1.0
2022,SE,Nordeste,Pedestre andava na pista,Tarde,2,2,0,2,3,1.0
2022,SE,Nordeste,Pedestre cruzava a pista fora da faixa,Madrugada,1,1,1,0,1,1.0
2022,SE,Nordeste,Pedestre cruzava a pista fora da faixa,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Pedestre cruzava a pista fora da faixa,Noite,2,2,0,5,5,1.0
2022,SE,Nordeste,Pedestre cruzava a pista fora da faixa,Tarde,2,2,1,2,3,1.0
2022,SE,Nordeste,Pista Escorregadia,Manhã,1,0,0,0,2,0.0
2022,SE,Nordeste,Pista Escorregadia,Noite,1,1,0,1,1,1.0
2022,SE,Nordeste,Pista Escorregadia,Tarde,1,0,0,0,0,0.0
2022,SE,Nordeste,Pista esburacada,Noite,3,0,0,0,5,0.0
2022,SE,Nordeste,Pista esburacada,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Problema com o freio,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Reação tardia ou ineficiente do condutor,Madrugada,3,2,0,2,2,0.666667
2022,SE,Nordeste,Reação tardia ou ineficiente do condutor,Manhã,7,0,0,0,7,0.0
2022,SE,Nordeste,Reação tardia ou ineficiente do condutor,Noite,18,11,3,11,23,0.611111
2022,SE,Nordeste,Reação tardia ou ineficiente do condutor,Tarde,13,4,0,4,20,0.307692
2022,SE,Nordeste,Redutor de velocidade em desacordo,Tarde,1,0,0,0,1,0.0
2022,SE,Nordeste,Restrição de visibilidade em curvas verticais,Noite,1,1,0,1,1,1.0
2022,SE,Nordeste,Retorno proibido,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Retorno proibido,Noite,2,1,1,0,2,0.5
2022,SE,Nordeste,Retorno proibido,Tarde,1,1,1,0,1,1.0
2022,SE,Nordeste,Semáforo com defeito,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Sinalização mal posicionada,Manhã,1,0,0,0,1,0.0
2022,SE,Nordeste,Trafegar com motocicleta (ou similar) entre as faixas,Manhã,1,0,0,0,3,0.0
2022,SE,Nordeste,Transitar na contramão,Madrugada,4,3,3,3,15,0.75
2022,SE,Nordeste,Transitar na contramão,Manhã,1,1,1,0,1,1.0
2022,SE,Nordeste,Transitar na contramão,Noite,11,7,2,6,19,0.636364
2022,SE,Nordeste,Transitar na contramão,Tarde,6,5,2,8,11,0.833333
2022,SE,Nordeste,Transitar no acostamento,Noite,3,3,1,5,8,1.0
2022,SE,Nordeste,Ultrapassagem Indevida,Manhã,4,3,0,4,6,0.75
2022,SE,Nordeste,Ultrapassagem Indevida,Noite,4,2,0,6,13,0.5
2022,SE,Nordeste,Ultrapassagem Indevida,Tarde,8,5,1,15,23,0.625
2022,SE,Nordeste,Velocidade Incompatível,Madrugada,6,4,0,6,8,0.666667
2022,SE,Nordeste,Velocidade Incompatível,Manhã,16,7,2,11,27,0.4375
2022,SE,Nordeste,Velocidade Incompatível,Noite,10,4,1,3,11,0.4
2022,SE,Nordeste,Velocidade Incompatível,Tarde,16,5,1,6,18,0.3125
2022,SP,Sudeste,Acessar a via sem observar a presença dos outros veículos,Madrugada,12,3,2,1,11,0.25
2022,SP,Sudeste,Acessar a via sem observar a presença dos outros veículos,Manhã,66,16,0,18,76,0.242424
2022,SP,Sudeste,Acessar a via sem observar a presença dos outros veículos,Noite,66,21,8,15,81,0.318182
2022,SP,Sudeste,Acessar a via sem observar a presença dos outros veículos,Tarde,53,8,2,7,67,0.150943
2022,SP,Sudeste,Acesso irregular,Madrugada,1,0,0,0,1,0.0
2022,SP,Sudeste,Acesso irregular,Manhã,1,0,0,0,0,0.0
2022,SP,Sudeste,Acesso irregular,Noite,8,3,1,2,8,0.375
2022,SP,Sudeste,Acesso irregular,Tarde,8,3,1,2,9,0.375
2022,SP,Sudeste,Acostamento em desnível,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Acumulo de areia ou detritos sobre o pavimento,Madrugada,1,0,0,0,0,0.0
2022,SP,Sudeste,Acumulo de areia ou detritos sobre o pavimento,Manhã,7,1,0,1,11,0.142857
2022,SP,Sudeste,Acumulo de areia ou detritos sobre o pavimento,Noite,5,0,0,0,6,0.0
2022,SP,Sudeste,Acumulo de areia ou detritos sobre o pavimento,Tarde,3,1,0,1,3,0.333333
2022,SP,Sudeste,Acumulo de água sobre o pavimento,Madrugada,5,1,0,1,3,0.2
2022,SP,Sudeste,Acumulo de água sobre o pavimento,Manhã,7,0,0,0,6,0.0
2022,SP,Sudeste,Acumulo de água sobre o pavimento,Noite,2,0,0,0,3,0.0
2022,SP,Sudeste,Acumulo de água sobre o pavimento,Tarde,10,1,1,0,11,0.1
2022,SP,Sudeste,Acumulo de óleo sobre o pavimento,Madrugada,1,1,0,1,1,1.0
2022,SP,Sudeste,Acumulo de óleo sobre o pavimento,Manhã,4,0,0,0,4,0.0
2022,SP,Sudeste,Acumulo de óleo sobre o pavimento,Noite,2,0,0,0,2,0.0
2022,SP,Sudeste,Acumulo de óleo sobre o pavimento,Tarde,9,0,0,0,8,0.0
2022,SP,Sudeste,Afundamento ou ondulação no pavimento,Madrugada,1,0,0,0,1,0.0
2022,SP,Sudeste,Afundamento ou ondulação no pavimento,Manhã,5,1,0,1,5,0.2
2022,SP,Sudeste,Afundamento ou ondulação no pavimento,Noite,1,0,0,0,1,0.0
2022,SP,Sudeste,Afundamento ou ondulação no pavimento,Tarde,2,0,0,0,2,0.0
2022,SP,Sudeste,Animais na Pista,Madrugada,9,1,0,1,9,0.111111
2022,SP,Sudeste,Animais na Pista,Manhã,9,2,0,2,9,0.222222
2022,SP,Sudeste,Animais na Pista,Noite,19,2,0,2,20,0.105263
2022,SP,Sudeste,Animais na Pista,Tarde,5,1,0,2,9,0.2
2022,SP,Sudeste,Ausência de reação do condutor,Madrugada,158,42,16,30,145,0.265823
2022,SP,Sudeste,Ausência de reação do condutor,Manhã,200,32,7,28,227,0.16
2022,SP,Sudeste,Ausência de reação do condutor,Noite,218,47,6,47,237,0.215596
2022,SP,Sudeste,Ausência de reação do condutor,Tarde,191,37,4,36,218,0.193717
2022,SP,Sudeste,Ausência de sinalização,Manhã,3,0,0,0,3,0.0
2022,SP,Sudeste,Ausência de sinalização,Noite,2,0,0,0,2,0.0
2022,SP,Sudeste,Ausência de sinalização,Tarde,1,1,1,1,2,1.0
2022,SP,Sudeste,Avarias e/ou desgaste excessivo no pneu,Madrugada,4,0,0,0,4,0.0
2022,SP,Sudeste,Avarias e/ou desgaste excessivo no pneu,Manhã,37,7,0,8,48,0.189189
2022,SP,Sudeste,Avarias e/ou desgaste excessivo no pneu,Noite,23,5,0,5,33,0.217391
2022,SP,Sudeste,Avarias e/ou desgaste excessivo no pneu,Tarde,41,4,0,5,62,0.097561
2022,SP,Sudeste,Carga excessiva e/ou mal acondicionada,Madrugada,5,2,0,2,8,0.4
2022,SP,Sudeste,Carga excessiva e/ou mal acondicionada,Manhã,8,1,0,1,6,0.125
2022,SP,Sudeste,Carga excessiva e/ou mal acondicionada,Noite,1,0,0,0,0,0.0
2022,SP,Sudeste,Carga excessiva e/ou mal acondicionada,Tarde,1,0,0,0,0,0.0
2022,SP,Sudeste,Chuva,Madrugada,9,1,0,1,7,0.111111
2022,SP,Sudeste,Chuva,Manhã,24,2,1,1,26,0.083333
2022,SP,Sudeste,Chuva,Noite,24,3,0,3,27,0.125
2022,SP,Sudeste,Chuva,Tarde,37,6,0,6,51,0.162162
2022,SP,Sudeste,Condutor Dormindo,Madrugada,39,8,1,8,40,0.205128
2022,SP,Sudeste,Condutor Dormindo,Manhã,24,6,1,5,26,0.25
2022,SP,Sudeste,Condutor Dormindo,Noite,15,2,0,2,8,0.133333
2022,SP,Sudeste,Condutor Dormindo,Tarde,14,5,1,4,13,0.357143
2022,SP,Sudeste,Condutor deixou de manter distância do veículo da frente,Madrugada,19,5,1,4,27,0.263158
2022,SP,Sudeste,Condutor deixou de manter distância do veículo da frente,Manhã,105,10,0,13,121,0.095238
2022,SP,Sudeste,Condutor deixou de manter distância do veículo da frente,Noite,86,13,0,14,93,0.151163
2022,SP,Sudeste,Condutor deixou de manter distância do veículo da frente,Tarde,93,9,0,9,98,0.096774
2022,SP,Sudeste,Condutor desrespeitou a iluminação vermelha do semáforo,Madrugada,7,2,0,2,9,0.285714
2022,SP,Sudeste,Condutor desrespeitou a iluminação vermelha do semáforo,Manhã,1,1,0,1,2,1.0
2022,SP,Sudeste,Condutor desrespeitou a iluminação vermelha do semáforo,Noite,1,1,0,1,1,1.0
2022,SP,Sudeste,Condutor desrespeitou a iluminação vermelha do semáforo,Tarde,1,0,0,0,1,0.0
2022,SP,Sudeste,Condutor usando celular,Madrugada,1,0,0,0,1,0.0
2022,SP,Sudeste,Condutor usando celular,Manhã,2,0,0,0,0,0.0
2022,SP,Sudeste,Condutor usando celular,Tarde,1,0,0,0,3,0.0
2022,SP,Sudeste,Conversão proibida,Manhã,4,1,0,1,4,0.25
2022,SP,Sudeste,Conversão proibida,Noite,3,2,0,2,3,0.666667
2022,SP,Sudeste,Conversão proibida,Tarde,6,1,0,1,10,0.166667
2022,SP,Sudeste,Curva acentuada,Manhã,4,1,0,1,7,0.25
2022,SP,Sudeste,Curva acentuada,Noite,4,0,0,0,3,0.0
2022,SP,Sudeste,Curva acentuada,Tarde,5,1,0,1,4,0.2
2022,SP,Sudeste,Declive acentuado,Manhã,1,1,1,0,1,1.0
2022,SP,Sudeste,Declive acentuado,Noite,1,0,0,0,1,0.0
2022,SP,Sudeste,Deficiência do Sistema de Iluminação/Sinalização,Madrugada,1,0,0,0,0,0.0
2022,SP,Sudeste,Deficiência do Sistema de Iluminação/Sinalização,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Deficiência do Sistema de Iluminação/Sinalização,Noite,7,1,0,1,4,0.142857
2022,SP,Sudeste,Demais Fenômenos da natureza,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Demais Fenômenos da natureza,Noite,1,1,1,0,1,1.0
2022,SP,Sudeste,Demais Fenômenos da natureza,Tarde,4,1,2,0,5,0.25
2022,SP,Sudeste,Demais falhas mecânicas ou elétricas,Madrugada,27,5,1,4,22,0.185185
2022,SP,Sudeste,Demais falhas mecânicas ou elétricas,Manhã,43,6,0,6,37,0.139535
2022,SP,Sudeste,Demais falhas mecânicas ou elétricas,Noite,72,8,2,8,41,0.111111
2022,SP,Sudeste,Demais falhas mecânicas ou elétricas,Tarde,73,4,0,4,63,0.054795
2022,SP,Sudeste,Demais falhas na via,Manhã,3,0,0,0,2,0.0
2022,SP,Sudeste,Demais falhas na via,Noite,2,0,0,0,4,0.0
2022,SP,Sudeste,Demais falhas na via,Tarde,3,2,0,2,2,0.666667
2022,SP,Sudeste,Desrespeitar a preferência no cruzamento,Manhã,6,2,0,3,9,0.333333
2022,SP,Sudeste,Desrespeitar a preferência no cruzamento,Noite,5,1,0,2,8,0.2
2022,SP,Sudeste,Desrespeitar a preferência no cruzamento,Tarde,9,0,0,0,12,0.0
2022,SP,Sudeste,Desvio temporário,Manhã,1,0,0,0,4,0.0
2022,SP,Sudeste,Entrada inopinada do pedestre,Madrugada,16,14,12,3,18,0.875
2022,SP,Sudeste,Entrada inopinada do pedestre,Manhã,7,4,0,4,7,0.571429
2022,SP,Sudeste,Entrada inopinada do pedestre,Noite,36,28,17,12,40,0.777778
2022,SP,Sudeste,Entrada inopinada do pedestre,Tarde,14,5,2,3,13,0.357143
2022,SP,Sudeste,Estacionar ou parar em local proibido,Madrugada,6,1,0,1,7,0.166667
2022,SP,Sudeste,Estacionar ou parar em local proibido,Manhã,1,1,0,1,1,1.0
2022,SP,Sudeste,Estacionar ou parar em local proibido,Noite,7,0,0,0,8,0.0
2022,SP,Sudeste,Estacionar ou parar em local proibido,Tarde,2,0,0,0,2,0.0
2022,SP,Sudeste,Faixas de trânsito com largura insuficiente,Tarde,1,0,0,0,1,0.0
2022,SP,Sudeste,Falta de acostamento,Madrugada,2,1,0,1,3,0.5
2022,SP,Sudeste,Falta de acostamento,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Falta de acostamento,Noite,4,1,1,0,6,0.25
2022,SP,Sudeste,Falta de elemento de contenção que evite a saída do leito carroçável,Madrugada,1,0,0,0,1,0.0
2022,SP,Sudeste,Falta de elemento de contenção que evite a saída do leito carroçável,Manhã,3,1,0,1,3,0.333333
2022,SP,Sudeste,Falta de elemento de contenção que evite a saída do leito carroçável,Noite,1,1,0,2,3,1.0
2022,SP,Sudeste,Frear bruscamente,Madrugada,5,1,1,0,6,0.2
2022,SP,Sudeste,Frear bruscamente,Manhã,17,3,0,3,31,0.176471
2022,SP,Sudeste,Frear bruscamente,Noite,6,0,0,0,6,0.0
2022,SP,Sudeste,Frear bruscamente,Tarde,12,1,0,1,11,0.083333
2022,SP,Sudeste,Iluminação deficiente,Madrugada,3,0,0,0,2,0.0
2022,SP,Sudeste,Iluminação deficiente,Noite,3,1,0,1,3,0.333333
2022,SP,Sudeste,Iluminação deficiente,Tarde,1,0,0,0,1,0.0
2022,SP,Sudeste,Ingestão de substâncias psicoativas pelo condutor,Madrugada,1,0,0,0,0,0.0
2022,SP,Sudeste,Ingestão de substâncias psicoativas pelo condutor,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Ingestão de substâncias psicoativas pelo condutor,Tarde,1,0,0,0,0,0.0
2022,SP,Sudeste,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Madrugada,2,0,0,0,2,0.0
2022,SP,Sudeste,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Noite,2,2,0,2,4,1.0
2022,SP,Sudeste,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Tarde,1,0,0,0,2,0.0
2022,SP,Sudeste,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Madrugada,1,1,0,1,1,1.0
2022,SP,Sudeste,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Tarde,2,1,0,1,2,0.5
2022,SP,Sudeste,Ingestão de álcool pelo condutor,Madrugada,63,5,1,5,50,0.079365
2022,SP,Sudeste,Ingestão de álcool pelo condutor,Manhã,21,3,3,0,17,0.142857
2022,SP,Sudeste,Ingestão de álcool pelo condutor,Noite,74,8,2,7,62,0.108108
2022,SP,Sudeste,Ingestão de álcool pelo condutor,Tarde,26,3,0,4,23,0.115385
2022,SP,Sudeste,Mal súbito do condutor,Madrugada,3,0,0,0,3,0.0
2022,SP,Sudeste,Mal súbito do condutor,Manhã,15,3,0,3,17,0.2
2022,SP,Sudeste,Mal súbito do condutor,Noite,8,0,0,0,9,0.0
2022,SP,Sudeste,Mal súbito do condutor,Tarde,15,4,0,5,17,0.266667
2022,SP,Sudeste,Manobra de mudança de faixa,Madrugada,26,4,4,3,35,0.153846
2022,SP,Sudeste,Manobra de mudança de faixa,Manhã,138,14,0,15,154,0.101449
2022,SP,Sudeste,Manobra de mudança de faixa,Noite,83,15,1,15,86,0.180723
2022,SP,Sudeste,Manobra de mudança de faixa,Tarde,99,13,1,20,113,0.131313
2022,SP,Sudeste,Modificação proibida,Tarde,1,0,0,0,1,0.0
2022,SP,Sudeste,Neblina,Noite,1,0,0,0,1,0.0
2022,SP,Sudeste,Objeto estático sobre o leito carroçável,Madrugada,4,0,0,0,3,0.0
2022,SP,Sudeste,Objeto estático sobre o leito carroçável,Manhã,13,3,0,3,13,0.230769
2022,SP,Sudeste,Objeto estático sobre o leito carroçável,Noite,16,4,2,2,14,0.25
2022,SP,Sudeste,Objeto estático sobre o leito carroçável,Tarde,15,3,0,3,13,0.2
2022,SP,Sudeste,Obras na pista,Manhã,2,1,0,1,2,0.5
2022,SP,Sudeste,Obras na pista,Tarde,3,0,0,0,3,0.0
2022,SP,Sudeste,Obstrução na via,Madrugada,2,1,0,1,1,0.5
2022,SP,Sudeste,Obstrução na via,Noite,1,0,0,0,0,0.0
2022,SP,Sudeste,Obstrução na via,Tarde,4,0,0,0,4,0.0
2022,SP,Sudeste,Pedestre andava na pista,Madrugada,15,14,11,4,16,0.933333
2022,SP,Sudeste,Pedestre andava na pista,Manhã,1,1,0,1,1,1.0
2022,SP,Sudeste,Pedestre andava na pista,Noite,32,25,16,9,32,0.78125
2022,SP,Sudeste,Pedestre andava na pista,Tarde,9,5,0,5,10,0.555556
2022,SP,Sudeste,Pedestre cruzava a pista fora da faixa,Madrugada,8,8,5,3,9,1.0
2022,SP,Sudeste,Pedestre cruzava a pista fora da faixa,Manhã,6,5,0,5,6,0.833333
2022,SP,Sudeste,Pedestre cruzava a pista fora da faixa,Noite,25,20,10,10,27,0.8
2022,SP,Sudeste,Pedestre cruzava a pista fora da faixa,Tarde,9,6,1,6,12,0.666667
2022,SP,Sudeste,Pista Escorregadia,Madrugada,7,0,0,0,7,0.0
2022,SP,Sudeste,Pista Escorregadia,Manhã,26,5,0,5,33,0.192308
2022,SP,Sudeste,Pista Escorregadia,Noite,23,0,0,0,24,0.0
2022,SP,Sudeste,Pista Escorregadia,Tarde,30,3,1,3,42,0.1
2022,SP,Sudeste,Pista esburacada,Madrugada,2,0,0,0,2,0.0
2022,SP,Sudeste,Pista esburacada,Manhã,4,2,0,2,5,0.5
2022,SP,Sudeste,Pista esburacada,Noite,8,0,0,0,5,0.0
2022,SP,Sudeste,Pista esburacada,Tarde,5,2,0,3,5,0.4
2022,SP,Sudeste,Problema com o freio,Madrugada,3,0,0,0,0,0.0
2022,SP,Sudeste,Problema com o freio,Manhã,5,1,0,1,6,0.2
2022,SP,Sudeste,Problema com o freio,Noite,1,0,0,0,0,0.0
2022,SP,Sudeste,Problema com o freio,Tarde,10,0,0,0,6,0.0
2022,SP,Sudeste,Problema na suspensão,Manhã,1,0,0,0,2,0.0
2022,SP,Sudeste,Problema na suspensão,Tarde,3,0,0,0,3,0.0
2022,SP,Sudeste,Reação tardia ou ineficiente do condutor,Madrugada,141,28,6,26,141,0.198582
2022,SP,Sudeste,Reação tardia ou ineficiente do condutor,Manhã,263,31,5,32,305,0.117871
2022,SP,Sudeste,Reação tardia ou ineficiente do condutor,Noite,216,33,8,30,214,0.152778
2022,SP,Sudeste,Reação tardia ou ineficiente do condutor,Tarde,245,36,9,32,294,0.146939
2022,SP,Sudeste,Restrição de visibilidade em curvas horizontais,Tarde,1,0,0,0,1,0.0
2022,SP,Sudeste,Retorno proibido,Manhã,2,1,0,1,2,0.5
2022,SP,Sudeste,Retorno proibido,Noite,1,0,0,0,1,0.0
2022,SP,Sudeste,Retorno proibido,Tarde,2,0,0,0,2,0.0
2022,SP,Sudeste,Sinalização mal posicionada,Manhã,1,0,0,0,1,0.0
2022,SP,Sudeste,Sinalização mal posicionada,Noite,1,0,0,0,2,0.0
2022,SP,Sudeste,Trafegar com motocicleta (ou similar) entre as faixas,Manhã,70,8,0,8,84,0.114286
2022,SP,Sudeste,Trafegar com motocicleta (ou similar) entre as faixas,Noite,33,10,1,10,42,0.30303
2022,SP,Sudeste,Trafegar com motocicleta (ou similar) entre as faixas,Tarde,36,4,1,3,41,0.111111
2022,SP,Sudeste,Transitar na contramão,Madrugada,7,6,2,5,10,0.857143
2022,SP,Sudeste,Transitar na contramão,Manhã,8,2,0,3,9,0.25
2022,SP,Sudeste,Transitar na contramão,Noite,14,3,2,3,18,0.214286
2022,SP,Sudeste,Transitar na contramão,Tarde,8,3,3,1,11,0.375
2022,SP,Sudeste,Transitar no acostamento,Madrugada,3,1,0,1,4,0.333333
2022,SP,Sudeste,Transitar no acostamento,Manhã,5,2,0,2,5,0.4
2022,SP,Sudeste,Transitar no acostamento,Noite,7,6,2,4,11,0.857143
2022,SP,Sudeste,Transitar no acostamento,Tarde,8,2,0,3,9,0.25
2022,SP,Sudeste,Ultrapassagem Indevida,Madrugada,4,1,1,1,4,0.25
2022,SP,Sudeste,Ultrapassagem Indevida,Manhã,11,2,1,1,14,0.181818
2022,SP,Sudeste,Ultrapassagem Indevida,Noite,9,2,0,2,11,0.222222
2022,SP,Sudeste,Ultrapassagem Indevida,Tarde,10,4,4,2,16,0.4
2022,SP,Sudeste,Velocidade Incompatível,Madrugada,56,16,6,11,55,0.285714
